name,normalized_name,source,publisher,pdf_page,rating,relevance_score,demidius_recommendation,tags,rules_summary,rules_verification_status,evaluation_method,citation
"Inflict Serious Wounds, Mass","inflict serious wounds, mass",Mythic Magic: Core Spells,Legendary Games,62,C,43,Potential party-force multiplier consistent with Demidius's support and command role.,party|weapon-focused,"The damage dealt increases to 6d8 points of dam- age plus 2 points per caster level (maximum +70). Additionally, each living creature you target is sick- ened for a number of rounds equal to your caster level if it…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 62."
Insanity,insanity,Mythic Magic: Core Spells,Legendary Games,62,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"An affected creature behaves as if under the effects of a mythic confusion spell, as described in Chapter 3 of Pathfinder Role- playing Game Mythic Adventures.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 62."
Insect Plague,insect plague,Mythic Magic: Core Spells,Legendary Games,62,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The wasp swarms you summon gain the agile mythic simple template, as described in the Myth- ic Monster Advancement section of Chapter 6 in Pathfinder Roleplaying Game Mythic Adventures. In addition, as a move action…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 62."
Instant Summons,instant summons,Mythic Magic: Core Spells,Legendary Games,63,A,83,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel|planar|reliability,"You can cast this spell on an item without first casting arcane mark, and you can summon an item weighing up to 10 pounds times your mythic tier, with a longest dimension equal to 5 feet plus your mythic tier. The…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 63."
Interposing Hand,interposing hand,Mythic Magic: Core Spells,Legendary Games,63,B,66,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",dispel,Add your mythic tier as a deflection bonus to the hand’s Armor Class and to the DC for caster level checks to dispel it. A mythic interposing hand grants a +2 bonus on Reflex saves against any effect created by your…,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 63."
Invisibility Purge,invisibility purge,Mythic Magic: Core Spells,Legendary Games,64,B+,77,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel,"This spell functions as an area dispel (as dispel magic) on all forms of invisibility, with a bonus to the caster level check to dispel equal to your mythic tier against non-mythic forms of invis- ibility. Supernatural…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 64."
Invisibility Sphere,invisibility sphere,Mythic Magic: Core Spells,Legendary Games,64,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"This spell includes the benefits of mythic invisibil- ity, as described in Chapter 3 of Pathfinder Role- playing Game Mythic Adventures. In addition, affected creatures that become visible on exiting the mythic…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 64."
"Invisibility, Greater","invisibility, greater",Mythic Magic: Core Spells,Legendary Games,63,B,69,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",dispel,"This spell includes the benefits of mythic invis- ibility, as described in Chapter 3 of Pathfind- er Roleplaying Game Mythic Adventures, but it cannot be dispelled, penetrated, or revealed by non-mythic spells of 3rd…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 63."
"Invisibility, Mass","invisibility, mass",Mythic Magic: Core Spells,Legendary Games,63,B,59,Potential party-force multiplier consistent with Demidius's support and command role.,party,"All creatures are affected as mythic invisibility, as described in Chapter 3 of Pathfinder Roleplaying Game Mythic Adventures. All creatures affected by mythic mass invisibility can see one another.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 63."
Iron Body,iron body,Mythic Magic: Core Spells,Legendary Games,64,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Your enhancement bonus to Strength is increased to +8 and your Dexterity penalty is reduced to -4, and your damage reduction becomes DR 15/ adamantine and epic. Your unarmed attack deals damage equal to a greatclub…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 64."
Ironwood,ironwood,Mythic Magic: Core Spells,Legendary Games,64,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You gain a bonus equal to your mythic tier to Craft checks related to creating items out of ironwood, and increase the hard- ness and hit points of any items you create by an amount equal to your mythic tier. Jason…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 64."
Jump,jump,Mythic Magic: Core Spells,Legendary Games,64,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Increase the bonus on Acrobatics checks made to jump by 5 times your mythic rank. The tar- get of this spell is always considered to have a running start.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 64."
Keen Edge,keen edge,Mythic Magic: Core Spells,Legendary Games,64,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Increase the target weapon’s critical multipli- er by 1. This does not stack with the myth- ic version of the Improved Critical feat.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 64."
Know Direction,know direction,Mythic Magic: Core Spells,Legendary Games,64,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You may choose for the spell to reveal the di- rection to a commonly known location within a number of miles equal to your caster level plus your mythic tier times 10. This location must be commonly known, such as a…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 64."
Legend Lore,legend lore,Mythic Magic: Core Spells,Legendary Games,64,A,80,"Strong investigation tool for legendary creatures, places, and items.",divination|intelligence,"The casting time is always the minimum possi- ble based on the information you are trying to acquire. You gain a bonus equal to your myth- ic tier on all Knowledge checks related to the subject of study, and you gain a…",Verified - full-text extracted,Manual,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 64."
Light,light,Mythic Magic: Core Spells,Legendary Games,65,A,83,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",action-economy|dispel|duration,"Your mythic light sheds normal light in a 30- foot radius and increases the light level by one step for an additional 30 feet, and the du- ration is increased to one hour per level. Augmented: You can cast mythic light…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 65."
Liveoak,liveoak,Mythic Magic: Core Spells,Legendary Games,65,B+,77,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel,"You can have a number of mythic liveoak spells in effect equal to your mythic tier, and the cast- er level check DC to dispel this effect with any non-mythic effect is increased by an amount equal to your mythic tier.…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 65."
Locate Creature,locate creature,Mythic Magic: Core Spells,Legendary Games,65,B+,70,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability|defense,"Increase the range to 1 mile per level, and run- ning water does not block the effect. You gain a bonus equal to your mythic tier on Perception checks made to oppose Disguise or Stealth checks by the creature you are…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 65."
Locate Object,locate object,Mythic Magic: Core Spells,Legendary Games,65,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,"Increase the range to 1 mile per level, and run- ning water does not block the effect. You gain a bonus equal to your mythic tier to Perception checks to find or notice the item you seek by ordinary observation,…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 65."
Longstrider,longstrider,Mythic Magic: Core Spells,Legendary Games,65,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The speed bonus from this spell increas- es to 15 feet (and to 20 feet at 5th tier). Augmented: If you expend two uses of mythic power, you can cast this spell on a number of crea- tures equal to your mythic tier.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 65."
Lullaby,lullaby,Mythic Magic: Core Spells,Legendary Games,65,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Increase the radius of the spell’s area of ef- fect by 5 feet times your mythic tier. You may exclude yourself plus a number of creatures equal to your mythic tier from the effect.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 65."
Mage Hand,mage hand,Mythic Magic: Core Spells,Legendary Games,65,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Increase the weight of the object you can lift by a number of pounds equal to your myth- ic tier, and you can pick up magical items with a mythic mage hand. As a move action, you can move an object up to 30 feet.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 65."
Mage’S Faithful Hound,mage's faithful hound,Mythic Magic: Core Spells,Legendary Games,66,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"A mythic mage’s faithful hound sees with true seeing while on guard. When it attacks, it adds your mythic tier to its attack roll and deals 2d10+3 points of damage.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 66."
Mage’S Lucubration,mage's lucubration,Mythic Magic: Core Spells,Legendary Games,66,C,57,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,duration,"You instantly prepare any one spell of 6th lev- el or lower that you have used during the past 24 hours. Alternatively, you can instantly pre- pare any spell you know whose level does not exceed one-half your mythic…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 66."
Mage’S Magnificent Mansion,mage's magnificent mansion,Mythic Magic: Core Spells,Legendary Games,66,A,80,Safe mobile headquarters and high-level expedition support.,extradimensional|infrastructure|rest,"Extend the duration to one day per lev- el, and the mansion creates sufficient food and drink to supply 20 creatures per cast- er level for as long as they remain within the mythic mage’s magnificent mansion.…",Verified - full-text extracted,Manual,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 66."
Mage’S Private Sanctum,mage's private sanctum,Mythic Magic: Core Spells,Legendary Games,66,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You may choose to make the boundary of the spell invisible, allowing vision into the myth- ic mage’s private sanctum but masking the presence of the spell to ordinary observation and rendering its magical aura…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 66."
Mage’S Sword,mage's sword,Mythic Magic: Core Spells,Legendary Games,66,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The damage dealt increases to 4d10 plus the weap- on’s enhancement bonus. In addition, for every 3 mythic tiers you possess you can increase the enhancement bonus of your mythic mage’s sword by +1, or you may choose…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 66."
Magic Aura,magic aura,Mythic Magic: Core Spells,Legendary Games,66,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,"The duration increases to one year per caster level. In addition, add your mythic tier to the Will save DC to determine that the mytic magic aura is false.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 66."
Magic Circle Against Chaos,magic circle against chaos,Mythic Magic: Core Spells,Legendary Games,66,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"As mythic magic circle against evil, except against chaotic creatures.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 66."
Magic Circle Against Evil,magic circle against evil,Mythic Magic: Core Spells,Legendary Games,66,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,"The deflection bonus to AC and resistance bonus on saves increases to +4, and you add your mythic tier to caster level checks to overcome the spell resistance of called or summoned evil creatures. Each round an evil…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 66."
Magic Circle Against Good,magic circle against good,Mythic Magic: Core Spells,Legendary Games,67,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"As mythic magic circle against evil, ex- cept against good creatures.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 67."
Magic Circle Against Law,magic circle against law,Mythic Magic: Core Spells,Legendary Games,67,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"As mythic magic circle against evil, ex- cept against lawful creatures.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 67."
Magic Jar,magic jar,Mythic Magic: Core Spells,Legendary Games,67,B+,77,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel,"You can possess a non-mythic creature even if it is protected by a non-mythic effect that would normally block possession, including a non-mythic antimagic field. If the target of your possession is a mythic creature…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 67."
Magic Mouth,magic mouth,Mythic Magic: Core Spells,Legendary Games,67,C,57,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,duration,"The spell’s duration is changed to perma- nent, and you can add 5 additional words to the message spoken by the mythic magic mouth for every two mythic tiers. A mythic magic mouth bypasses non-mythic magical darkness…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 67."
Magic Stone,magic stone,Mythic Magic: Core Spells,Legendary Games,67,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Each stone deals 1d10+1 points of damage on a hit (2d10+2 against undead). In addition, a magic stone flashes brightly when striking an undead creature, causing the target to be- come dazzled for 1 round (Will negates).",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 67."
Magic Weapon,magic weapon,Mythic Magic: Core Spells,Legendary Games,67,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,You may affect one additional weapon for every two mythic tiers. Casting the spell and touch- ing multiple weapons is a full-round action.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 67."
Major Creation,major creation,Mythic Magic: Core Spells,Legendary Games,67,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You may choose to increase the duration of the vegetable matter, stone, crystal, or base metal items you create to 1 day/level, precious metals or gems to 1 hour/level, or rare metals to 1 minute/ level; or you may…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 67."
Major Image,major image,Mythic Magic: Core Spells,Legendary Games,67,C,57,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,duration,"The duration increases to concentration plus 10 minutes per level and the area to 12 10-foot cubes plus one 10-foot cube per caster level. Augmented (6th): If you expend two uses of mythic power, The duration increases…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 67."
Mark Of Justice,mark of justice,Mythic Magic: Core Spells,Legendary Games,67,C,57,Useful party recovery; lower priority because the group already has exceptional Life Oracle healing.,restoration,"When the mythic mark of justice is activat- ed, it has the effect of mythic bestow curse. It can be removed by non-mythic break en- chantment, limited wish, miracle, or wish only if its caster level is equal to or…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 67."
Meld Into Stone,meld into stone,Mythic Magic: Core Spells,Legendary Games,67,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You gain tremorsense with a range of 10 feet plus 5 feet per mythic tier while melded into the stone, and you can see objects and creatures adjacent to the stone where you are hiding. Augmented (3rd): If you expend two…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 67."
Mending,mending,Mythic Magic: Core Spells,Legendary Games,68,D,42,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You restore 1d8 hit points to the target item, and you can repair magical items with this spell as long as your caster level plus your mythic tier equals or exceeds the item’s caster level.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 68."
Message,message,Mythic Magic: Core Spells,Legendary Games,68,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,"Nearby creatures cannot hear your whispered messages. In addition, you can send messag- es through magical silence with a caster level check against a DC of 15 plus the caster level of the silence effect.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 68."
Mind Blank,mind blank,Mythic Magic: Core Spells,Legendary Games,68,A+,86,Essential high-level mental and divination defense; also a key enemy protection to identify and dispel.,buff|divination|mental-defense,You gain immunity to non-mythic mind-af- fecting effects. A non-mythic creature try- ing to use a mind-affecting effect on the target is dazed for a number of rounds equal to your mythic tier (Will negates).,Verified - full-text extracted,Manual,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 68."
Mind Fog,mind fog,Mythic Magic: Core Spells,Legendary Games,68,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Increase the radius and height of the effect by 10 feet, plus 10 feet per 3 mythic tiers, and increase the duration of the effect for a num- ber of rounds equal to your mythic tier. Augmented (3rd): If you expend two…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 68."
Minor Creation,minor creation,Mythic Magic: Core Spells,Legendary Games,68,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,You may choose to increase the duration of the items you create to 1 day/level or in- crease the volume of material created to 10 cubic feet per level. Add your mythic tier to Craft checks to make complex items.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 68."
Minor Image,minor image,Mythic Magic: Core Spells,Legendary Games,68,C,57,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,duration,"The duration increases to concentration plus 1 minute per level and the area to 10 10-foot cubes plus one 10-foot cube per caster level. Augmented (6th): If you expend two uses of mythic power, The duration increases…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 68."
Miracle,miracle,Mythic Magic: Core Spells,Legendary Games,69,A+,86,Divine flexibility and emergency problem-solving; central to Demidius's role.,divine|utility,"You can use mythic miracle to duplicate any mythic spell you have prepared, and by ex- pending one additional use of mythic power you can cast the mythic version of any cleric spell of 8th level or lower or any other…",Verified - full-text extracted,Manual,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 69."
Mirage Arcana,mirage arcana,Mythic Magic: Core Spells,Legendary Games,68,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The duration increases to concentration plus 1 day per level and increase the area by a num- ber of 20-foot cubes equal to your mythic tier. Augmented (6th): If you expend two uses of mythic power, add the shadow…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 68."
Misdirection,misdirection,Mythic Magic: Core Spells,Legendary Games,70,B,58,Supports Demidius's strategic planning and identification role.,divination,"Rather than redirecting detection to an object or creature within range, you can choose the re- sults that will register on divination spells that reveal auras. Creatures using non-mythic are not allowed a saving throw…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 70."
Mnemonic Enhancer,mnemonic enhancer,Mythic Magic: Core Spells,Legendary Games,70,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can regain any spell of 4th level or lower that you have cast within a number of previous rounds equal to your mythic tier, restoring it instantly to your mind. If you expended uses of your mythic power to cast or…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 70."
Moment Of Prescience,moment of prescience,Mythic Magic: Core Spells,Legendary Games,70,A+,86,"Large flexible insight bonus for a decisive check, save, or defense.",buff|insight|reliability,"You can activate your insight bonus a number of times equal to one-half your mythic tier. Each time you activate the mythic moment of prescience, the bonus is reduced by 50% from the previous bonus.",Verified - full-text extracted,Manual,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 70."
Mount,mount,Mythic Magic: Core Spells,Legendary Games,70,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The horse or pony you summon is considered a mythic creature for the purpose of spells and effects. It gains bonus hit points equal to your mythic tier and also gains the bene- fits of the mythic version of the…,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 70."
Neutralize Poison,neutralize poison,Mythic Magic: Core Spells,Legendary Games,70,B,64,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,reliability,"You automatically neutralize non-mythic poi- sons, including poisons created by non-mythic spells, poison on non-mythic traps, or the poison of non-mythic creatures. If you cast this spell on a non-mythic creature, it…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 70."
Nondetection,nondetection,Mythic Magic: Core Spells,Legendary Games,70,B+,72,Supports Demidius's strategic planning and identification role.,divination|reliability,A non-mythic divination spell whose level is lower than your mythic tier minus 1 automat- ically fails if its caster level is lower than your caster level. If its caster level is equal to or higher than your caster…,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 70."
Obscure Object,obscure object,Mythic Magic: Core Spells,Legendary Games,70,C,51,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,duration,"The duration of this spell is increased to 24 hours, and you make the target object difficult to find by normal observation, with a penalty equal to your mythic tier on Perception checks to notice the object (including…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 70."
Open/Close,open/close,Mythic Magic: Core Spells,Legendary Games,70,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Increase the weight of the object you can affect to 50 pounds per mythic tier. In addition, you can use this spell to assist a creature trying to open a closure, granting a +2 circumstance bo- nus to their Strength…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 70."
Overland Flight,overland flight,Mythic Magic: Core Spells,Legendary Games,71,D,42,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The fly speed increases to 60 feet (or 40 feet if wearing medium or heavy armor, or if carrying a medium or heavy load), with an additional bonus on Fly checks equal to your mythic tier. If you cast this spell on a…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 71."
Owl’S Wisdom,owl's wisdom,Mythic Magic: Core Spells,Legendary Games,71,B,64,Fits the Hermes/Fate's Favored luck engine; verify bonus type and stacking before use.,luck,"Your target gains a bonus to Wisdom checks equal to half your mythic tier, and once during the spell’s duration the target can elect to reroll a Wisdom-based skill check or Will save. This reroll must be used…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 71."
"Owl’S Wisdom, Mass","owl's wisdom, mass",Mythic Magic: Core Spells,Legendary Games,71,A,83,"Useful follow-up control after the opening dispel, though exact save and immunity profile determines priority.",battlefield-control|duration|party|planar,"As mythic owl’s wisdom, but affect- ing one creature per level, no two of which can be more than 30 ft. apart.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 71."
Pass Without Trace,pass without trace,Mythic Magic: Core Spells,Legendary Games,71,B,58,Supports Demidius's strategic planning and identification role.,divination,"When in natural surroundings (not urban or constructed dungeon areas), the subjects of this spell take no penalty to Stealth while moving faster than half speed, though they cannot use Stealth while attacking, running,…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 71."
Passwall,passwall,Mythic Magic: Core Spells,Legendary Games,71,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can create a mythic passwall through walls made of metal, treating each inch of thickness as 5 feet of stone. Add 5 feet times one-half your mythic tier to the depth of the passage you create.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 71."
Permanency,permanency,Mythic Magic: Core Spells,Legendary Games,71,S,92,Protects long-term magical infrastructure and makes selected effects harder to remove.,defense|dispel-resistance|infrastructure,"A mythic permanency (and any spell it makes permanent) cannot be dispelled by non-mythic means, up to and including non-mythic mage’s disjunction, and you add your mythic tier to DC of caster level checks made to…",Verified - full-text extracted,Manual,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 71."
Permanent Image,permanent image,Mythic Magic: Core Spells,Legendary Games,71,A,83,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel|divination|duration,"Increase the area to one 20-foot cube per caster level. A mythic permanent image is not disrupt- ed by being attacked or interacted with, and it does not detect as magical or illusory to any form of non-mythic…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 71."
Persistent Image,persistent image,Mythic Magic: Core Spells,Legendary Games,72,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"This functions as mythic major image, but it fol- lows a script determined by you, including intel- ligible speech. In addition, the illusion adapts to changing conditions.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 72."
Phantom Trap,phantom trap,Mythic Magic: Core Spells,Legendary Games,72,B,67,Potential party-force multiplier consistent with Demidius's support and command role.,casting-reliability|party,"A mythic phantom trap cannot be detected as illusory by non-mythic divinations unless the caster succeeds at a caster level check with a DC equal to 15 plus your caster level plus your myth- ic tier. In addition, any…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 72."
Phase Door,phase door,Mythic Magic: Core Spells,Legendary Games,72,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You extend the length of the mythic phase door by 5 feet per mythic tier, and you add your mythic tier to the number of times the mythic phase door can be used. You can take creatures larger than Medi- um through a…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 72."
Planar Ally,planar ally,Mythic Magic: Core Spells,Legendary Games,72,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"As mythic lesser planar ally, but you can call one or more non-mythic outsiders or ex- traplanar creatures whose Hit Dice total no more than 12 plus half your mythic tier, or one or more mythic outsiders or extraplanar…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 72."
