name,normalized_name,source,publisher,pdf_page,rating,relevance_score,demidius_recommendation,tags,rules_summary,rules_verification_status,evaluation_method,citation
"Phantom Steed, Communal","phantom steed, communal",Mythic Spell Compendium,Legendary Games / Kobold Press,172,B,59,Potential party-force multiplier consistent with Demidius's support and command role.,party,See notes on communal spells. The mythic version of phantom steed is described in Pathfinder Roleplaying Game Mythic Adventures.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 172."
Phantom Trap,phantom trap,Mythic Spell Compendium,Legendary Games / Kobold Press,172,B,67,Potential party-force multiplier consistent with Demidius's support and command role.,casting-reliability|party,"A mythic phantom trap cannot be detected as illusory by non-mythic divinations unless the caster succeeds at a caster level check with a DC equal to 15 plus your caster level plus your mythic tier. In addition, any…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 172."
Phase Door,phase door,Mythic Spell Compendium,Legendary Games / Kobold Press,173,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You extend the length of the mythic phase door by 5 feet per mythic tier, and you add your mythic tier to the number of times the mythic phase door can be used. You can take creatures larger than Medium through a…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 173."
Philosopher’S Brew,philosopher's brew,Mythic Spell Compendium,Legendary Games / Kobold Press,173,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You affect one or more metallic objects of the same metal with a combined weight no more than 10 lbs./caster level. If you transform a precious metal or special substance into a precious metal, the transformation lasts…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 173."
Pick Your Poison,pick your poison,Mythic Spell Compendium,Legendary Games / Kobold Press,173,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,"You can affect a poison that is already in effect in a target’s body with a successful caster level check, adding a bonus equal to your mythic rank or tier, against a DC equal to the poison’s save DC. If the target is…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 173."
Pied Piping,pied piping,Mythic Spell Compendium,Legendary Games / Kobold Press,173,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,You can specify a number of identifiable groups to be attracted to your mythic pied piping equal to your mythic tier. If you pass out of range or out of hearing (including if you or affected creatures enter an area of…,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 173."
Piercing Shriek,piercing shriek,Mythic Spell Compendium,Legendary Games / Kobold Press,173,C,56,Generally inefficient for Demidius because the party already has overwhelming damage specialists.,casting-reliability|damage,The target is deafened as well as staggered. You can target a creature within a non-mythic silence effect if you succeed on a caster level check against a DC of 11 + the caster level of the silence effect.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 173."
Pilfering Hand,pilfering hand,Mythic Spell Compendium,Legendary Games / Kobold Press,173,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Add your mythic tier on combat maneuver checks or Sleight of Hand checks made against non-mythic creatures with this spell, or one-half your mythic tier against mythic targets. Add one-half your mythic tier on Disable…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 173."
Pillar Of Life,pillar of life,Mythic Spell Compendium,Legendary Games / Kobold Press,173,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The mythic version of this spell is described in Pathfinder Roleplaying Game Mythic Adventures.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 173."
Plague Bearer,plague bearer,Mythic Spell Compendium,Legendary Games / Kobold Press,173,B,69,Supports Demidius's strategic planning and identification role.,casting-reliability|divination,"Creatures that end their turn adjacent to the target become contagious as if affected by mythic contagion, as described in Chapter 3 of Pathfinder Roleplaying Game Mythic Adventures. The plague bearer spell is…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 173."
Plague Carrier,plague carrier,Mythic Spell Compendium,Legendary Games / Kobold Press,173,B,68,Useful party recovery; lower priority because the group already has exceptional Life Oracle healing.,casting-reliability|restoration,"You add one-half your mythic tier to the save DC of the target’s filth fever, including both the initial saving throw as well as saving throws to recover from the disease. This also applies to the DC of Heal checks to…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 173."
Plague Storm,plague storm,Mythic Spell Compendium,Legendary Games / Kobold Press,174,B+,73,Fits the Hermes/Fate's Favored luck engine; verify bonus type and stacking before use.,defense|luck,"The ability damage dealt by the mythic plague storm’s disease on a failed save is increased by 1, and as long as the disease persists the target is fatigued, and non-mythic creatures within the cloud must roll twice on…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 174."
Planar Adaptation,planar adaptation,Mythic Spell Compendium,Legendary Games / Kobold Press,174,B,68,"Improves tempo or reactive casting, a premium function for Demidius's controller role.",action-economy,"Each time you move from one plane to another while this spell is in effect, you can shift the spell’s effects as a swift action to adapt you to the new plane. When you adapt yourself to a plane, you may choose to gain…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 174."
"Planar Adaptation, Mass","planar adaptation, mass",Mythic Spell Compendium,Legendary Games / Kobold Press,174,B,59,Potential party-force multiplier consistent with Demidius's support and command role.,party,"This spell functions as mythic planar adaptation, but you can affect an additional number of targets equal to one-half your mythic tier, and the targets need not be within 30 feet of each other.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 174."
Planar Ally,planar ally,Mythic Spell Compendium,Legendary Games / Kobold Press,174,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"As mythic lesser planar ally, but you can call one or more non-mythic outsiders or extraplanar creatures whose Hit Dice total no more than 12 plus half your mythic tier, or one or more mythic outsiders or extraplanar…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 174."
"Planar Ally, Greater","planar ally, greater",Mythic Spell Compendium,Legendary Games / Kobold Press,174,C,53,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"As mythic lesser planar ally, but you can call one or more non-mythic outsiders or extraplanar creatures whose Hit Dice total no more than 18 plus half your mythic tier, or one or more mythic outsiders or extraplanar…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 174."
"Planar Ally, Lesser","planar ally, lesser",Mythic Spell Compendium,Legendary Games / Kobold Press,174,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can call a non-mythic outsider or extraplanar creature whose Hit Dice are up to 6 plus half your mythic tier, and the payment required for such a creature is reduced by half. Alternatively, you can call a mythic…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 174."
Planar Binding,planar binding,Mythic Spell Compendium,Legendary Games / Kobold Press,174,B,60,"Useful follow-up control after the opening dispel, though exact save and immunity profile determines priority.",battlefield-control,"As mythic lesser planar binding, but you can call one or more non-mythic outsiders or extraplanar creatures whose Hit Dice total no more than 12 plus half your mythic tier, or one or more mythic outsiders whose Hit…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 174."
"Planar Binding, Greater","planar binding, greater",Mythic Spell Compendium,Legendary Games / Kobold Press,174,B,63,"Useful follow-up control after the opening dispel, though exact save and immunity profile determines priority.",battlefield-control,"As mythic lesser planar binding, but you can call one or more non-mythic outsiders or extraplanar creatures whose Hit Dice total no more than 18 plus your mythic tier, or one or more mythic outsiders whose Hit Dice…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 174."
"Planar Binding, Lesser","planar binding, lesser",Mythic Spell Compendium,Legendary Games / Kobold Press,174,B+,71,"Useful follow-up control after the opening dispel, though exact save and immunity profile determines priority.",battlefield-control|casting-reliability,"You can call a non-mythic outsider or extraplanar creature whose Hit Dice are up to 6 plus half your mythic tier. Alternatively, you can call a mythic outsider of 6 Hit Dice or less.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 174."
Planetarium,planetarium,Mythic Spell Compendium,Legendary Games / Kobold Press,174,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,"You may choose for the area within the planetarium to become dim and shadowy, as if in dim light. The light provided by the figmentary stars is sufficient to enable creatures with low-light vision to see normally…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 174."
Planetary Adaptation,planetary adaptation,Mythic Spell Compendium,Legendary Games / Kobold Press,175,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can cast this spell with a range of touch. If you cast it on yourself, increase the duration to 1 day/level.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 175."
"Planetary Adaptation, Mass","planetary adaptation, mass",Mythic Spell Compendium,Legendary Games / Kobold Press,175,B,59,Potential party-force multiplier consistent with Demidius's support and command role.,party,"You add your mythic tier to the number of creatures you can affect, and the creatures need not be within 30 feet of one another as long as all creatures are within range.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 175."
Plant Growth,plant growth,Mythic Spell Compendium,Legendary Games / Kobold Press,175,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,"When you use this spell to cause enrichment, plants’ potential productivity over the next year is doubled within a radius of one mile per two mythic tiers. When you cast it to cause overgrowth, you affect a circle with…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 175."
Plant Shape (All),plant shape (all),Mythic Spell Compendium,Legendary Games / Kobold Press,175,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Each mythic plant shape spell is a separate spell, meaning you must select each separately as a mythic spell and you must first know the standard version of the spell you select, though you need not know lower- level…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 175."
Play Instrument,play instrument,Mythic Spell Compendium,Legendary Games / Kobold Press,176,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can play the instrument of your choice as if you had a number of ranks in the appropriate Perform skill equal to your mythic tier. Alternatively, you can cast this spell with a range of touch, affecting a number of…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 176."
Point The Way,point the way,Mythic Spell Compendium,Legendary Games / Kobold Press,176,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"When you cast the spell, you can make a Knowledge (geography) check about the location in question. If you succeed, the arrow will reveal the direction to a feature or landmark whose location is not common knowledge.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 176."
Poison,poison,Mythic Spell Compendium,Legendary Games / Kobold Press,176,B,68,Useful party recovery; lower priority because the group already has exceptional Life Oracle healing.,casting-reliability|restoration,"The poison you create deals 1d4 points of Constitution damage per round for a number of rounds equal to 6 plus one-half your mythic tier, and ending the poison’s effect requires two consecutive successful saving…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 176."
Poisoned Egg,poisoned egg,Mythic Spell Compendium,Legendary Games / Kobold Press,176,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The poison you create is more virulent than normal, increasing its maximum duration by a number of rounds equal to one-half your mythic tier, and requiring two consecutive successful saving throws to end the poison’s…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 176."
Polar Midnight,polar midnight,Mythic Spell Compendium,Legendary Games / Kobold Press,176,C,45,Generally inefficient for Demidius because the party already has overwhelming damage specialists.,damage,"Illumination in the area is dropped by three steps, to supernatural darkness, and all creatures in the area take 5d8 points of cold damage and 1d6 points of Dexterity drain. A successful save reduces the Dexterity…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 176."
Pollen Cloud,pollen cloud,Mythic Spell Compendium,Legendary Games / Kobold Press,176,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"A successful save only negates the fatigued condition. Additionally, a creature that failed its initial save must make a Fortitude save at the beginning of its turn.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 176."
Polymorph,polymorph,Mythic Spell Compendium,Legendary Games / Kobold Press,176,D,42,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,narrow-target,"In addition to the usual forms, you can polymorph the target into a monstrous humanoid (as monstrous physique I), undead (as undead anatomy I ), or vermin (as vermin shape I ), and at the GM’s option into other forms…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 176."
Polymorph Any Object,polymorph any object,Mythic Spell Compendium,Legendary Games / Kobold Press,177,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Add one-half your mythic tier to the duration factor of objects or creatures you target with this spell. You can polymorph a suit of magical armor into a different type of armor, a magical shield into a different type…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 177."
"Polymorph, Greater","polymorph, greater",Mythic Spell Compendium,Legendary Games / Kobold Press,177,C,45,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,narrow-target,"As mythic polymorph, but in addition to the listed forms the subject can also be polymorphed into a monstrous humanoid (as monstrous physique IV ), undead (as undead anatomy III ), or vermin (as vermin shape II), and…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 177."
Polypurpose Panacea,polypurpose panacea,Mythic Spell Compendium,Legendary Games / Kobold Press,177,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can cast this spell with a range of touch, allowing another creature to benefit from your polypurpose panacea, though it must be consumed within a number of hours equal to your mythic tier or its effect is wasted.…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 177."
Porevit’S Mantle,porevit's mantle,Mythic Spell Compendium,Legendary Games / Kobold Press,177,B,59,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,defense,"The subject gains a +6 circumstance bonus to Stealth checks, and a +3 circumstance bonus to Disguise checks to appear as a specific type of tree or collection of plants found in that terrain. Augmented: If you expend…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 177."
Portal Jaunt,portal jaunt,Mythic Spell Compendium,Legendary Games / Kobold Press,177,B,60,"Relevant to strategic travel, Tartarus operations, extraction, or escape denial.",planar,The spell’s range increases to long (400 ft. + 40 ft./ level).,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 177."
Possess Object,possess object,Mythic Spell Compendium,Legendary Games / Kobold Press,177,B,66,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",dispel,"You can possess an object even if it is protected by a non-mythic effect that would normally block possession, including a non-mythic antimagic field. When you animate an object while you possess it, you may grant the…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 177."
Potency Of The Pack,potency of the pack,Mythic Spell Compendium,Legendary Games / Kobold Press,177,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The spell’s duration increases to 10 min./level. If you spend one use of mythic power when you cast this spell, you allow the targets to choose two effects granted by the spell.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 177."
Powerslave,powerslave,Mythic Spell Compendium,Legendary Games / Kobold Press,177,B,69,Supports the enchantment package after mind blank and immunity-granting effects are removed.,enchantment|restoration,The maximum ability score penalty for failing to follow the terms of the geas/quest imposed by your mythic powerslave is increased by an amount equal to your mythic tier. The spell can be removed by a non- mythic…,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 177."
"Powerslave, Lesser","powerslave, lesser",Mythic Spell Compendium,Legendary Games / Kobold Press,177,B,69,Supports the enchantment package after mind blank and immunity-granting effects are removed.,enchantment|restoration,"Increase the Hit Die limit of the spell by your mythic tier, and you may choose to affect one or more creatures within a 10-foot-radius spread whose total Hit Dice do not exceed your Hit Die limit. Creatures with the…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 177."
Pox Pustules,pox pustules,Mythic Spell Compendium,Legendary Games / Kobold Press,178,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The mythic version of this spell is described in Pathfinder Roleplaying Game Mythic Adventures.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 178."
Prediction Of Failure,prediction of failure,Mythic Spell Compendium,Legendary Games / Kobold Press,178,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"If the target fails its save, it is cursed as if you had cast major curse. If the target is a spellcaster, you can instead inflict one major or two minor spellblights (as described in Chapter 2 of Pathfinder…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 178."
Prehensile Beard,prehensile beard,Mythic Spell Compendium,Legendary Games / Kobold Press,178,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You may use your beard as a whip, which has a 10-foot reach, deals damage as if you were one size category smaller, cannot perform a trip, and does not provoke an attack of opportunity when you use it.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 178."
"Prehensile Beard, Greater","prehensile beard, greater",Mythic Spell Compendium,Legendary Games / Kobold Press,178,C,53,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Your beard can carry a shield, but you must be proficient with the shield to gain any benefit. Using your beard to wield a weapon does not incur any penalties for two- or multi-weapon fighting.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 178."
Prehensile Pilfer,prehensile pilfer,Mythic Spell Compendium,Legendary Games / Kobold Press,178,B,68,"Improves tempo or reactive casting, a premium function for Demidius's controller role.",action-economy,"The target can use its tail to make a dirty trick or steal combat maneuver, or to make a Sleight of Hand check, as a swift action during any round in which he uses the attack or full attack action or attempts another…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 178."
Prestidigitation,prestidigitation,Mythic Spell Compendium,Legendary Games / Kobold Press,178,D,42,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,You can affect an area up to 1 cubic foot per mythic tier or move an object up to 1 pound per mythic tier. Using mythic prestidigitation to rapidly shift the color and appearance of small objects on or around your…,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 178."
Primal Scream,primal scream,Mythic Spell Compendium,Legendary Games / Kobold Press,178,A,83,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",action-economy|casting-reliability|dispel|reliability|restoration,"You can cast this spell as an immediate action when you would be affected by a harmful enchantment or paralysis effect, or when subjected to a curse or other magical effect that specifically affects your hearing or…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 178."
Primeval Interdiction,primeval interdiction,Mythic Spell Compendium,Legendary Games / Kobold Press,178,A,83,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel|duration,"The effect of this spell depends on which version you choose: Area Interdiction: Add your mythic tier to the caster level check DC required to cast non-mythic divine spells, and add one-half your caster level (minimum…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 178."
Prismatic Fist,prismatic fist,Mythic Spell Compendium,Legendary Games / Kobold Press,179,B,68,"Improves tempo or reactive casting, a premium function for Demidius's controller role.",action-economy,"You need not continue concentrating to generate the yellow, green, indigo, and violet rays in the following round, but instead you must spend a swift action to fire the rays at your targets. Augmented (6th): You can…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 179."
Prismatic Meteor,prismatic meteor,Mythic Spell Compendium,Legendary Games / Kobold Press,179,C,45,Generally inefficient for Demidius because the party already has overwhelming damage specialists.,damage,Each meteor created by this spell deals 3d6 hp fire damage. The meteor’s threat range is doubled (19–20).,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 179."
Prismatic Ray,prismatic ray,Mythic Spell Compendium,Legendary Games / Kobold Press,179,B+,70,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability|defense,Damage-dealing effects inflict 1d8 hp damage per level. A successful save against non-damage- dealing effects reduces the duration of the inflicted condition to 1 round.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 179."
Prismatic Wall,prismatic wall,Mythic Spell Compendium,Legendary Games / Kobold Press,179,A+,86,Extremely durable battlefield denial with layered effects.,battlefield-control|defense,"The size of the wall increases to 10 ft./level wide, 3 ft./ level high and the duration increases to 1 hour/level. Creatures with fewer Hit Dice than 8 plus your mythic tier who look at a mythic prismatic wall from…",Verified - full-text extracted,Manual,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 179."
Prison Without Walls,prison without walls,Mythic Spell Compendium,Legendary Games / Kobold Press,180,C,45,Generally inefficient for Demidius because the party already has overwhelming damage specialists.,damage,"The spell ignores armor bonuses granted by non-mythic spells and effects such as mage armor, bracers of armor, and elf lord’s battle armor. The DCs to escape or break free of the tether are increased by your tier.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 180."
Produce Flame,produce flame,Mythic Spell Compendium,Legendary Games / Kobold Press,180,C,45,Generally inefficient for Demidius because the party already has overwhelming damage specialists.,damage,"The damage dealt increases to 1d10 points of fire damage +1 point per caster level (maximum +10). In addition, the target’s square is filled with flames until the beginning of your next turn.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 180."
Programmed Image,programmed image,Mythic Spell Compendium,Legendary Games / Kobold Press,180,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Increase area to one 20-foot cube per caster level, and your mythic programmed image can be triggered a number of times equal to your mythic tier. If a mythic programmed image is dispelled while the illusion is active,…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 180."
Project Image,project image,Mythic Spell Compendium,Legendary Games / Kobold Press,180,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Your image can persist for a number of rounds equal to one-half your tier when you do not have line of effect to it. You cannot direct its actions during any round during which you lose line of effect, but if you…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 180."
"Protection Form Chaos, Communal","protection form chaos, communal",Mythic Spell Compendium,Legendary Games / Kobold Press,181,B,59,Potential party-force multiplier consistent with Demidius's support and command role.,party,See notes on communal spells. The mythic version of protection from chaos is described in Pathfinder Roleplaying Game Mythic Adventures.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 181."
"Protection From Arrows, Communal","protection from arrows, communal",Mythic Spell Compendium,Legendary Games / Kobold Press,181,B,59,Potential party-force multiplier consistent with Demidius's support and command role.,party,See notes on communal spells. The mythic version of protection form arrows is described in Pathfinder Roleplaying Game Mythic Adventures.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 181."
Protection From Energy,protection from energy,Mythic Spell Compendium,Legendary Games / Kobold Press,181,B,68,"Improves tempo or reactive casting, a premium function for Demidius's controller role.",action-economy,"The spell absorbs 20 points per level of energy damage of the selected type before being discharged. In addition, if the target of the spell is a mythic creature and takes damage of a different energy type than the…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 181."
"Protection From Energy, Communal","protection from energy, communal",Mythic Spell Compendium,Legendary Games / Kobold Press,181,B,59,Potential party-force multiplier consistent with Demidius's support and command role.,party,See notes on communal spells. The mythic version of protection from energy is described above.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 181."
"Protection From Evil, Communal","protection from evil, communal",Mythic Spell Compendium,Legendary Games / Kobold Press,181,B,59,Potential party-force multiplier consistent with Demidius's support and command role.,party,See notes on communal spells. The mythic version of protection from evil is described in Pathfinder Roleplaying Game Mythic Adventures.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 181."
"Protection From Good, Communal","protection from good, communal",Mythic Spell Compendium,Legendary Games / Kobold Press,181,B,59,Potential party-force multiplier consistent with Demidius's support and command role.,party,See notes on communal spells. The mythic version of protection from good is described in Pathfinder Roleplaying Game Mythic Adventures.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 181."
"Protection From Law, Communal","protection from law, communal",Mythic Spell Compendium,Legendary Games / Kobold Press,181,B,59,Potential party-force multiplier consistent with Demidius's support and command role.,party,See notes on communal spells. The mythic version of protection from law is described in Pathfinder Roleplaying Game Mythic Adventures.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 181."
Protection From Lesser Dragons,protection from lesser dragons,Mythic Spell Compendium,Legendary Games / Kobold Press,181,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,The bonuses to AC and on saves increase to +4. Any lesser dragon attempting to exercise mental control over the target must attempt a Will save against this spell.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 181."
