book,dawnrunner_relevance,demidius_relevance,divinity,influence,infrastructure,magical_supremacy,name,notes,other_character_relevance,pdf_page,prerequisites,probability,publisher,rating,summary,tags,type,verification_status
Advanced Options: Slayer Talents & Lethalities,Low,Low,0,0,0,0,Twist the Knife,,,5,,0,Super Genius Games,C,"The slayer learns to turn the Weapon Focus feat to select this lethality. deep wounds into lethal blows. The slayer selects Blood Rage (Ex): The slayer gains the rage ability one weapon with which he has Weapon Focus. as the barbarian class feature, but he may only rage When wielding such weapons, the slayer treats when he is at half his",,Class option,Verified — content-level extraction
Advanced Options: Slayer Talents & Lethalities,Low,Low,0,0,0,0,Vendetta,,,5,,0,Super Genius Games,C,"If a studied target escapes the points to put him over half his normal total, he is not slayer, the slayer may announce a vendetta against fatigued, but may not rage again for five minutes. that target. The slayer’s studied target bonuses A slayer may take this lethality a second time to against that target remain in place indefinitely ha",,Class option,Verified — content-level extraction
Advanced Options: Slayer Talents & Lethalities,Low,Low,0,0,0,0,Lethalities,,,5,,0,Super Genius Games,C,Lethalities Lethalities are abilities that represent a significantly slayer may make a single combat maneuver against greater degree of study and dedication than talents an adjacent foe. This combat maneuver does not (even advanced talents). The slayer class as described pro,,Class option,Verified — content-level extraction
Advanced Options: Slayer Talents & Lethalities,Low,Low,0,0,0,0,Deadly Attack,,,6,,0,Super Genius Games,C,"The slayer can make a Bluff at any range, rather than be limited to 30 feet. check to feint a foe as a swift action. If the Threatening Throws (Ex): The slayer is allowed to use other skills slayer can use this death to feint, he may use those skills blow as a swift action. with this death blow.",death,Class option,Verified — content-level extraction
Advanced Options: Slayer Talents & Lethalities,Low,Low,0,0,0,0,Death from Above,,,6,,0,Super Genius Games,C,"If turn, his ranged attacks do not the slayer falls and successfully provoke attacks of opportunity. hit a target at the end of his This lethality may be selected more fall, he may deal half than once. Each time it is selected his falling dice of",death,Class option,Verified — content-level extraction
Advanced Options: Slayer Talents & Lethalities,Low,Low,0,0,0,0,Focused Attack,,,6,,0,Super Genius Games,C,"The spells drawn from slayer can focus all his attention the cleric and witch on killing a single target. As a spell lists. He knows standard action he may make all 1st-level necromancy a single attack against one foe,",spell,Class option,Verified — content-level extraction
Advanced Options: Slayer Talents & Lethalities,Low,Medium,0,0,0,3,Hobbling Attack,,,6,,2,Super Genius Games,A-,"The ranger can use this or cast a spell, a slayer must have an Intelligence score deadly blow as a free action when he hits with equal to at least 10 + the spell level. The Difficulty an attack. The target of the attack’s land speed is Class for a saving throw against a slayer’s spell is 10 reduced by 1/2 for 1d4 rounds. + the spell level",spell,Class option,Verified — content-level extraction
Advanced Options: Slayer Talents & Lethalities,Low,Low,0,0,0,3,Knife Climb,,,6,,0,Super Genius Games,C,"If the slayer is prone, as a full Like other spellcasters, a slayer can cast only a round action he may make one melee attack against an certain number of spells of each spell level per day. adjacent target without taking the normal penalty for His base daily spell allotment of 1st-level spells is the attacking while prone. If the attack",spell,Class option,Verified — content-level extraction
Advanced Options: Slayer Talents & Lethalities,Low,Low,0,0,0,0,Get Over Here,,,7,,0,Super Genius Games,C,"If the slayer successfully choice is permanent and cannot be changed. strikes a foe while using a weapon from the flail Aberration: amphibious, darkvision 60 ft., Iron weapon group, he may immediately pull them into Will, natural armor +2. an adjacent space. The foe must be one that weighs Animal: climb 15 ft., darkvision 60 ft., Great no",,Class option,Verified — content-level extraction
Advanced Options: Slayer Talents & Lethalities,Low,Low,0,0,0,0,Improved Steal Power,,,7,,0,Super Genius Games,C,"The slayer can have Lightning Reflexes, low-light vision. two stolen powers from the steal power lethality, Dragon: darkvision 60 ft., Great Fortitude, Iron taken from two different victims. The total time Will, Lightning Reflexes, low-light vision, Lunge. the slayer may have stolen powers expands to 10 Fey: Iron Will, Lightning Reflexes,",,Class option,Verified — content-level extraction
Advanced Options: Slayer Talents & Lethalities,Low,Low,0,0,0,0,Improved Strangler,,,7,,0,Super Genius Games,C,"When the slayer deals training, greed, hatred, hardy, slow and steady, damage with the strangler lethality, he also does stability, stonecunning, weapon familiarity. his Strength bonus in damage and any sneak attack Humanoid (elf): elf blood, low-light vision, elven damage he has. Creatures immune to sneak attack do immunities, elven magi",sneak;damage,Class option,Verified — content-level extraction
Advanced Options: Slayer Talents & Lethalities,Low,Low,0,0,0,3,Master Strangler,,,7,,0,Super Genius Games,C,"If the slayer hits a target Weapon Proficiency (dire flail), natural armor +2. no more than one size larger than himself with a Humanoid (gnome): defensive training, gnome weapon from the flail weapon group, he deals normal magic, hatred, illusion resistance, keen senses, low- damage and may attempt to start a grapple as a swift light vis",magic;damage;grapple,Class option,Verified — content-level extraction
Advanced Options: Slayer Talents & Lethalities,Low,Low,0,0,0,0,Beheading Weapons,,,8,,0,Super Genius Games,A-,The headsman gains Weapon Focus as a bonus feat. It applies to all 2-handed slashing weapons the headsman is proficient with. Marked for Death (Ex): The total number of,death,Class option,Verified — content-level extraction
Advanced Options: Slayer Talents & Lethalities,Low,Low,0,0,0,0,Marked for Death,,,8,,0,Super Genius Games,A-,"The total number of studied targets the headman may have at once is reduced by one (to zero at 1st-4th level, one at 5th- 9th, and so on). However, each day the headman may also count a numb",death,Class option,Verified — content-level extraction
Advanced Options: Slayer Talents & Lethalities,Low,Low,0,0,0,0,Blithe,,,9,,0,Super Genius Games,C,"A seditionist has SR equal to 10 + This ability delays studied target until 2nd level, and class level against spells that determine any aspect replaces the stalker and slayer’s advance class features. of alignment or attempt to discern or enforce the truth of his statements. He also adds half his class level to Bluff checks made to convi",spell,Class option,Verified — content-level extraction
Advanced Options: Slayer Talents & Lethalities,Low,Low,0,0,0,0,Trapfinding,,,9,,0,Super Genius Games,C,"At 2nd level the seditionist must select the trapfinding slayer talent as his 2nd level talent. Bombs (Su): At third level a seditionist gains bombs, as the alchemist class feature. The seditionist uses his slayer level -2 as his alchemist level for bombs, and may take alchemist discovers relating to bombs as talents as long as he meets a",,Class option,Verified — content-level extraction
Advanced Options: Slayer Talents & Lethalities,Low,Low,0,0,0,0,Bombs,,,9,,0,Super Genius Games,C,"At third level a seditionist gains bombs, as the alchemist class feature. The seditionist uses his slayer level -2 as his alchemist level for bombs, and may take alchemist discovers relating to bombs as talents as long as he meets all prerequisites (again using his slayer level -2 as his alchemist level). This ability replaces sneak attac",sneak,Class option,Verified — content-level extraction
Advanced Options: Slayer Talents & Lethalities,Low,Low,0,0,0,3,Trickster,,,9,,0,Super Genius Games,C,"At 4th level the seditionist gains the trap feature of the trapper archetype (as found in in Pathfinder® Roleplaying Game: Ultimate Magic™). (This can also be treated as gaining the trapper edge at 4th, 7th, 10th, and 13th level for those who have The Genius Guide to the Talented Ranger.) The seditionist treats his slayer level as his ran",magic,Class option,Verified — content-level extraction
Advanced Options: Cavaliers' Orders,Low,Low,0,0,0,0,Order of the Gauntlet,,,2,,0,Super Genius Games,C,Top-level option extracted and indexed from the named source.,,Cavalier order,Verified — content-level extraction
Advanced Options: Cavaliers' Orders,Low,Low,0,0,0,0,Order of the Glaive,,,3,,0,Super Genius Games,C,Top-level option extracted and indexed from the named source.,,Cavalier order,Verified — content-level extraction
Advanced Options: Cavaliers' Orders,Low,Low,0,0,0,0,Order of the Griffon,,,4,,0,Super Genius Games,C,Top-level option extracted and indexed from the named source.,,Cavalier order,Verified — content-level extraction
Advanced Options: Cavaliers' Orders,Low,Low,0,0,0,0,Order of the Rose,,,5,,0,Super Genius Games,C,Top-level option extracted and indexed from the named source.,,Cavalier order,Verified — content-level extraction
Advanced Options: Cavaliers' Orders,Low,Low,0,0,0,0,Order of the Secret Flame,,,6,,0,Super Genius Games,C,Top-level option extracted and indexed from the named source.,,Cavalier order,Verified — content-level extraction
Advanced Options: Cavaliers' Orders,Low,Low,0,0,0,0,Order of the Skull,,,7,,0,Super Genius Games,C,Top-level option extracted and indexed from the named source.,,Cavalier order,Verified — content-level extraction
Advanced Options: Extra Evolutions,Low,Low,0,0,0,0,Hut Base Form,,,2,,0,Super Genius Games,C,Top-level option extracted and indexed from the named source.,,Eidolon base form,Verified — content-level extraction
Advanced Options: Extra Evolutions,Low,Low,0,0,0,0,Ooze Base Form,,,2,,0,Super Genius Games,C,Top-level option extracted and indexed from the named source.,,Eidolon base form,Verified — content-level extraction
Advanced Options: Inquisitors' Judgments,Low,Low,0,0,0,0,Justicar,,,5,,0,Super Genius Games,C,Top-level option extracted and indexed from the named source.,,Class option,Verified — content-level extraction
Advanced Options: More Cavalier Orders,Low,Low,0,0,0,0,Order of the Bow,,,2,,0,Super Genius Games,C,Top-level option extracted and indexed from the named source.,,Cavalier order,Verified — content-level extraction
Advanced Options: More Cavalier Orders,High,Low,0,0,4,0,Order of the Citadel,,,3,,0,Super Genius Games,B,Top-level option extracted and indexed from the named source.,,Cavalier order,Verified — content-level extraction
Advanced Options: More Cavalier Orders,Low,Low,0,0,0,0,Order of the Shroud,,,5,,0,Super Genius Games,C,Top-level option extracted and indexed from the named source.,,Cavalier order,Verified — content-level extraction
Advanced Options: More Cavalier Orders,High,Low,0,0,4,0,Order of the Trident,,,6,,0,Super Genius Games,B,Top-level option extracted and indexed from the named source.,,Cavalier order,Verified — content-level extraction
Advanced Options: More Cavalier Orders,Low,Low,0,0,0,0,Order of the Unicorn,,,7,,0,Super Genius Games,C,Top-level option extracted and indexed from the named source.,,Cavalier order,Verified — content-level extraction
Advanced Options: More Cavalier Orders,Low,Low,0,0,0,0,Order of the Wolf,,,8,,0,Super Genius Games,C,Top-level option extracted and indexed from the named source.,,Cavalier order,Verified — content-level extraction
